1010,Immersion Experience I
1020,Immersion Experience II
1030,Immersion Experience III
2810,English Language Teaching Theory and Methodology
4720,English Language Teaching Techniques I
4730,English Language Teaching Techniques II
4740,English Language Teaching Techniques III
4840,Language Assessment and Evaluation
4850,Studying Second Language Learners and Classrooms
4860,English Language Teaching Project Report
4870,Materials Development and Adaptation
4880,Information and Multimedia Technology and English Language Teaching
4890,Current Issues in English Language Teaching
4920,English Language Teaching Curriculum Theory and Design
4960,Teaching English Through Language Arts
4970,Enrichment Activities for English Language Teaching
4990,Special Topics in English Language Teaching
